thinness_combined,log_gdp,log_population,gdp_expenditure,schooling,dum_Developing,dum_Developed,lifeexpectancy,gdp,totalexpenditure,avg_bmi
1.65,9.557974663291017,13.001275386394555,115805.4392288,14.2,False,True,76.3,14157.14416,8.18,6.0
1.7,9.673688502443232,13.00235837500719,122382.76512,14.3,False,True,76.0,15893.8656,7.7,59.4
1.75,9.513898159723187,8.397508348470257,100787.4384768,14.3,False,True,75.8,13546.69872,7.44,58.7
1.8,9.338154566902197,6.095824562432225,78975.7582275,13.9,False,True,75.9,11363.41845,6.95,58.1
1.8,7.110080341587642,8.398860004454372,8435.054251,13.6,False,True,75.2,1224.2459,6.89,57.5
1.9,9.144813892888834,8.398184404834035,61439.27059008,13.3,False,True,75.4,9365.742468,6.56,56.9
1.9,6.666805913363055,6.095824562432225,4990.3470043,12.9,False,True,74.7,785.881418,6.35,56.3
2.0,6.482673572373364,6.095824562432225,4046.5043303,12.6,False,True,74.8,653.71637,6.19,55.8
2.0,8.565110864409249,6.095824562432225,37557.217360040006,12.3,False,True,74.9,5245.421419,7.16,55.2
2.1,8.500988337126191,8.395251520610994,37684.355765399996,12.2,False,True,74.7,4919.62869,7.66,54.7
3.4,6.63628930271645,,,13.9,True,False,79.1,762.261218,,61.4
3.3499999999999996,4.324396197683826,,876.03084,14.0,True,False,79.0,75.5199,11.6,6.7
3.3499999999999996,6.516420032534912,,6409.9346112,14.7,True,False,78.7,676.15344,9.48,59.9
3.3,8.768098376701985,,55198.83421221,15.7,True,False,78.7,6425.941119,8.59,59.2
3.3,6.516081176291296,,1081.478976,16.5,True,False,78.8,675.92436,1.6,58.4
3.3,8.644026955164714,,6754.608301699999,17.6,True,False,78.0,5676.14143,1.19,57.7
3.3,8.609731587921399,,64610.664814,17.7,True,False,78.1,5484.7763,11.78,56.9
3.3,8.589783141757646,,9623.84124338,17.1,True,False,77.9,5376.447622,1.79,56.2
3.3,8.553427570486285,,7361.981802339999,16.0,True,False,78.1,5184.494227,1.42,55.4
3.3,8.448848309938406,,35816.534572000004,14.7,True,False,78.0,4669.6916,7.67,54.6
3.3499999999999996,8.237367377589923,,35490.228030000006,14.2,True,False,77.2,3779.577,9.39,53.8
3.3499999999999996,5.828110728010386,,2085.8578118399996,13.2,True,False,77.3,339.716256,6.14,53.0
3.4,8.06861264147192,,20145.74377518,12.9,True,False,77.4,3192.669378,6.31,52.1
3.4,8.004479114978754,,19463.209922000002,12.5,True,False,77.7,2994.339988,6.5,51.3
3.5,7.9488051520949465,,17757.82435911,12.3,True,False,76.7,2832.188893,6.27,5.4
3.5,7.916120204135684,,18365.473314000003,12.1,True,False,76.9,2741.11542,6.7,49.4
1.0,7.77280016797448,11.669801000432708,,14.3,False,True,85.0,2375.1127,,6.3
0.95,7.91384423497759,11.654763511618295,20156.0937534,14.0,False,True,83.0,2734.88382,7.37,59.8
0.95,7.936648489682045,13.94995053769849,20872.8365056,13.8,False,True,81.0,2797.96736,7.46,59.2
0.95,10.273365397921284,11.640104222266974,215396.5973664,13.8,False,True,80.0,28951.15556,7.44,58.7
0.95,10.38077209337391,13.933146916197384,243043.14922680001,13.8,False,True,79.7,32233.83942,7.54,58.3
0.95,8.247603516022801,11.619687997343146,27607.4944308,14.6,False,True,79.5,3818.46396,7.23,57.8
0.95,8.075836383635423,9.897268252722212,23797.03766,14.1,False,True,79.3,3215.8159,7.4,57.3
0.95,8.17181104315803,12.10935797989721,24388.869231999997,13.7,False,True,79.1,3539.7488,6.89,56.8
0.95,10.354137369471918,12.005864065498459,204013.112225,13.5,False,True,78.9,31386.63265,6.5,56.3
0.95,10.209868428588925,9.585964638073326,170627.5532768,13.4,False,True,78.8,27169.99256,6.28,55.8
0.95,10.139527058822598,11.757110092072882,161316.9800242,13.5,False,True,78.7,25324.48666,6.37,55.3
0.95,10.082992282462351,7.039660349862076,153646.5940176,13.4,False,True,78.6,23932.49128,6.42,54.8
0.95,7.73782511408211,13.809052751142707,15664.460887000001,13.0,False,True,78.5,2293.4789,6.83,54.3
0.95,9.70334564346403,13.792207130009954,100198.42410240001,12.5,False,True,78.4,16372.29152,6.12,53.8
0.95,7.354313915941773,11.475036664427416,9033.7026274,12.4,False,True,78.2,1562.92433,5.78,53.3
0.95,9.59375634808502,13.757124803013975,84662.53260199999,12.5,False,True,78.1,14672.8826,5.77,52.8
1.8,,,,,False,True,78.8,,,66.1
1.85,,,,,False,True,78.6,,7.41,65.6
1.85,,,,,False,True,78.2,,7.49,65.1
1.85,,,,,False,True,78.0,,7.55,64.5
1.9,,,,,False,True,77.8,,7.5,64.0
1.95,,,,,False,True,77.5,,7.43,63.6
1.95,,,,,False,True,77.1,,7.85,63.1
1.95,,,,,False,True,77.0,,6.82,62.6
2.05,,,,,False,True,76.8,,6.52,62.2
2.05,,,,,False,True,76.5,,6.69,61.8
2.1,,,,,False,True,75.9,,6.93,61.3
2.1500000000000004,,,,,False,True,75.8,,6.9,6.8
2.2,,,,,False,True,75.2,,7.13,6.4
2.25,,,,,False,True,75.3,,6.8,59.9
2.25,,,,,False,True,75.1,,6.42,59.4
2.3,,,,,False,True,74.7,,6.31,59.0
4.9,,,,,True,False,76.0,,,32.9
4.9,,,,,True,False,73.0,,,32.4
5.0,,,,,True,False,71.0,,,31.8
5.1,,,,,True,False,69.8,,,31.3
5.15,,,,,True,False,69.4,,,3.8
5.2,,,,,True,False,69.0,,,3.3
5.3,,,,,True,False,68.7,,,29.7
5.4,,,,,True,False,68.6,,,29.2
5.5,,,,,True,False,68.5,,,28.7
5.6,,,,,True,False,68.5,,,28.2
5.7,,,,,True,False,68.5,,,27.7
5.7,,,,,True,False,68.4,,,27.2
5.8,,,,,True,False,68.1,,,26.7
5.9,,,,,True,False,67.6,,,26.2
5.95,,,,,True,False,66.6,,,25.7
6.0,,,,,True,False,65.4,,,25.2
9.4,,,,,True,False,59.8,,,21.6
9.6,,,,,True,False,59.3,,4.33,21.1
9.75,,,,,True,False,58.8,,3.89,2.6
5.4,,,,,True,False,58.3,,3.77,2.1
1.1,,,,,True,False,57.9,,3.53,19.6
1.2999999999999998,,,,,True,False,57.4,,4.4,19.1
1.5,,,,,True,False,56.7,,5.61,18.6
1.75,,,,,True,False,56.3,,4.46,18.2
6.5,,,,,True,False,55.7,,3.61,17.8
11.2,,,,,True,False,55.0,,3.39,17.3
11.4,,,,,True,False,54.3,,3.14,16.9
11.6,,,,,True,False,53.5,,3.34,16.5
11.8,,,,,True,False,52.8,,3.2,16.1
12.0,,,,,True,False,52.1,,2.59,15.7
12.149999999999999,,,,,True,False,51.8,,2.67,15.3
12.350000000000001,,,,,True,False,51.3,,1.45,14.9
1.0,8.578221338393677,15.553074806989798,,19.2,False,True,86.0,5314.64416,,58.8
1.0,11.041729752675748,15.546010568492928,112365.97056,19.2,False,True,84.0,62425.5392,1.8,58.4
1.0,11.021758546869686,15.540940035662826,688400.9170875,18.7,False,True,81.0,61191.19263,11.25,58.1
1.0,8.675481755522771,15.536771022055307,11597.89158,18.4,False,True,80.0,5857.521,1.98,57.7
1.0,11.030908637342412,13.231346921959592,115479.35729000001,16.9,False,True,79.7,61753.667,1.87,57.4
1.0,8.67272769389055,15.528890921077156,68928.652396,16.8,False,True,79.2,5841.41122,11.8,57.0
1.0,10.9710097404183,13.222018649064289,667132.9774773001,16.8,False,True,78.9,58163.29359,11.47,56.6
1.0,11.071667358217484,15.519098158911268,75900.746352,16.8,False,True,78.8,64322.6664,1.18,56.3
1.05,10.976567497388269,15.513222683008678,584289.63549,16.7,False,True,78.4,58487.451,9.99,55.9
1.05,8.561591460556324,15.508788022465463,51851.771651200004,16.9,False,True,78.1,5226.99311,9.92,55.4
1.1,10.795481979129795,15.505501570876264,476774.277549,16.6,False,True,78.1,48799.8237,9.77,55.0
1.1,10.747458005380583,13.20766546105074,449767.613919,16.5,False,True,77.7,46511.6457,9.67,54.4
1.1,8.40262965759754,13.198535218314978,42402.963564,16.3,False,True,77.3,4458.7764,9.51,53.9
1.1,10.411169025937637,15.497442326281327,310023.7048503,16.6,False,True,77.0,33228.69291,9.33,53.3
1.15,8.229950878256163,15.494247455027917,34140.010086,16.2,False,True,77.0,3751.64946,9.1,52.8
1.15,8.22779208760967,15.490664298238363,32568.964778999998,16.5,False,True,76.9,3743.55917,8.7,52.2
5.5,7.529496289462611,13.740155346792776,,6.3,True,False,63.5,1862.167274,,35.0
5.5,5.164300770517091,13.723575077451374,274.6167227,6.3,True,False,63.0,174.91511,1.57,34.4
5.5,7.391808482867196,13.706463254448453,14830.91108236,6.3,True,False,62.7,1622.637974,9.14,33.8
5.55,7.337039024379562,13.689022871523049,13748.6038075,6.3,True,False,62.2,1536.15685,8.95,33.2
5.55,4.969722309325403,13.67156743663039,1254.1258815800002,5.9,True,False,61.8,143.986898,8.71,32.7
5.6,7.189920089295677,13.6543389557075,11721.8156016,5.5,True,False,61.3,1325.99724,8.84,32.2
5.65,7.133820502851401,11.334803079303539,10493.11269747,5.3,True,False,69.0,1253.657431,8.37,31.7
5.65,7.102311008820368,13.62063128203277,10325.55503,5.0,True,False,62.0,1214.77118,8.5,31.3
5.75,4.994417127737346,9.098514556793926,1139.37083712,4.5,True,False,59.8,147.586896,7.72,3.9
5.75,6.872821516725881,11.285121068773824,7242.52033425,4.3,True,False,59.1,965.6693779,7.5,3.6
5.85,4.551028089192491,13.571212315727667,683.001489569,4.0,True,False,58.6,94.7297489,7.21,3.2
5.95,6.7617865491921405,11.261279553183307,5841.888747759999,3.7,True,False,58.1,864.184726,6.76,29.8
6.0,6.7092727763455295,13.539249681307991,5100.239013959999,3.5,True,False,58.0,819.974118,6.22,29.4
6.1,6.674755968842684,13.522777081962317,4317.239954000001,3.3,True,False,57.9,792.15412,5.45,29.0
6.199999999999999,6.660872441879623,13.504506633001105,4195.217019252,2.9,True,False,57.7,781.2322196,5.37,28.6
6.25,6.644019872028272,13.483645292934115,4417.01641025,2.9,True,False,57.4,768.176767,5.75,28.2
2.6500000000000004,6.58307258182265,,4032.9821070000003,12.7,True,False,,722.75665,5.58,58.4
3.25,8.774695138261082,14.23972806887327,,13.2,True,False,73.9,6468.471648,,58.9
3.25,8.743323018885969,11.89029283629403,27456.871494360003,13.2,True,False,73.6,6268.692122,4.38,57.9
3.25,6.4418320177008646,14.063382623663403,2585.5284128,13.2,True,False,73.4,627.55544,4.12,56.8
3.25,8.694314042453769,11.656982517963653,25427.415027419996,13.1,True,False,72.1,5968.876767,4.26,55.8
3.25,8.658630772602482,9.456809748593889,24305.69346,13.0,True,False,73.1,5759.643,4.22,54.7
3.3,8.603677189365985,16.107841759035153,25077.68016,12.9,True,False,72.7,5451.6696,4.6,53.6
3.3499999999999996,8.507683624472385,16.094597519691003,21841.3079073,12.9,True,False,73.6,4952.67753,4.41,52.6
3.3499999999999996,6.237111721800925,13.778485512567373,2147.793354,12.8,True,False,73.3,511.37937,4.2,51.5
3.4,8.444044609054764,13.76878890295391,20169.340980599998,12.7,True,False,72.9,4647.31359,4.34,5.4
3.45,8.252307631613261,16.053166440178156,16650.27446614,12.6,True,False,72.3,3836.468771,4.34,49.3
3.45,8.211102529146359,16.038788989003326,15683.613017999998,12.6,True,False,69.7,3681.5993,4.26,48.2
3.55,7.792334968606907,13.724488968994203,10366.015336,12.5,True,False,69.3,2421.9662,4.28,47.2
3.55,7.7717538291152595,13.70656138856218,13120.63741331,12.4,True,False,73.0,2372.628827,5.53,46.1
3.6500000000000004,3.649769014880263,15.993924316000118,222.71686620000003,12.3,True,False,71.4,38.46578,5.79,45.1
3.7,7.959330059281941,15.978503184221355,15999.445533240001,12.3,True,False,71.2,2862.154836,5.59,44.1
3.75,5.643410195998553,15.962917009626295,1666.30278,12.2,True,False,72.0,282.4242,5.9,43.1
1.15,6.438746738471343,16.59708181616211,,14.0,True,False,76.2,625.62224,,54.2
1.15,8.769074475870488,14.281199894016455,58919.103478920006,14.0,True,False,76.0,6432.216537,9.16,53.5
1.2000000000000002,6.514687357218302,16.566719030365597,4920.625341,13.4,True,False,76.0,674.9829,7.29,52.8
1.25,6.349389187350903,16.55115426568329,3707.4874824000003,13.3,True,False,75.5,572.14313,6.48,52.1
1.25,8.56089457501013,16.53531507232554,30922.242436959998,13.2,True,False,75.3,5223.351763,5.92,51.4
1.25,8.44619622950951,14.216612159810895,27478.209299000006,13.1,True,False,75.0,4657.32361,5.9,5.7
1.25,8.35598298399155,16.502764338120937,23746.0566618,13.1,True,False,75.1,4255.56571,5.58,5.0
1.25,8.36052830528613,16.486036238564758,24196.231999000003,13.0,True,False,74.6,4274.95265,5.66,49.3
1.35,5.885322781909746,14.170000215903904,2136.7300284000003,12.9,True,False,74.7,359.71886,5.94,48.6
1.35,5.816475663435196,14.149657235424899,1967.7091302600002,12.8,True,False,74.4,335.786541,5.86,47.9
1.35,5.774373104158853,16.435474841328308,1889.80275089,12.8,True,False,74.2,321.942547,5.87,47.2
1.4,5.629625908501297,14.122735665197483,1732.6300882399998,12.7,True,False,74.4,278.557892,6.22,46.5
1.45,5.499088429700455,14.099907991892339,1579.2696108,12.6,True,False,74.4,244.46898,6.46,45.8
1.45,7.688898133452521,9.52704712346858,10089.926597520001,12.5,True,False,73.6,2183.966796,4.62,45.1
1.55,5.266525162770979,16.369068743212935,747.84246406,12.4,True,False,73.4,193.741571,3.86,44.3
1.55,7.280213442031317,16.351474324252024,4905.3864287999995,12.4,True,False,72.8,1451.29776,3.38,43.6
2.8,,,,13.1,True,False,79.0,,,61.1
2.8,,,,13.1,True,False,78.0,,5.64,6.2
2.8499999999999996,,,,12.8,True,False,79.0,,5.46,59.4
2.8499999999999996,,,,12.4,True,False,72.0,,5.29,58.6
2.9,,,,12.4,True,False,74.0,,5.4,57.8
2.95,,,,12.2,True,False,70.0,,4.8,57.0
3.0,,,,12.0,True,False,69.9,,5.1,56.2
3.05,,,,11.9,True,False,69.8,,4.82,55.5
3.1,,,,11.7,True,False,69.7,,4.95,54.8
3.1500000000000004,,,,11.5,True,False,69.5,,5.24,54.2
3.2,,,,11.4,True,False,69.4,,5.6,53.5
3.25,,,,11.2,True,False,69.0,,5.21,52.9
3.3,,,,11.3,True,False,68.6,,5.41,52.3
3.4,,,,11.2,True,False,68.7,,5.97,51.8
3.45,,,,11.1,True,False,68.6,,5.75,51.2
3.55,,,,11.0,True,False,68.8,,5.55,5.7
1.55,8.325334560966596,15.658038867411165,,13.2,True,False,73.5,4127.11775,,56.1
1.6,8.29123866074884,15.653069851733681,27003.98556667,13.2,True,False,73.3,3988.771871,6.77,55.4
1.6,8.267619544781105,13.346749356585295,27074.86821245,13.2,True,False,73.0,3895.664491,6.95,54.7
1.6,8.25004191689703,15.64348076619709,25646.1679889,13.2,True,False,73.0,3827.786267,6.7,54.1
1.65,8.225927941712145,13.336274036444756,25446.1583553,13.0,True,False,72.0,3736.58713,6.81,53.4
1.65,8.153174906742079,15.634338027695776,24008.05179495,12.9,True,False,72.0,3474.392445,6.91,52.8
1.65,8.121623600678811,15.629891553473874,22993.07296839,12.8,True,False,71.4,3366.482133,6.83,52.1
1.75,5.878709184620038,11.020774381469046,2219.12905554,13.4,True,False,71.7,357.347674,6.21,51.4
1.75,5.813647340480062,13.434945358032437,2116.1772344,12.9,True,False,71.2,334.83817,6.32,5.8
1.75,5.894269954913365,13.394644461120068,2424.51781024,12.9,True,False,75.0,362.951768,6.68,5.1
1.85,7.9498964130053515,13.35182453058065,20385.672094030004,12.7,True,False,71.0,2835.281237,7.19,49.4
1.85,7.875802977331324,8.820994645747902,19219.435766,12.4,True,False,70.0,2632.79942,7.3,48.6
1.95,7.831909963567136,15.602514571247351,19175.201515070003,12.0,True,False,69.9,2519.737387,7.61,47.8
1.95,5.515090670854403,10.992604906642436,1962.45875,11.8,True,False,73.0,248.4125,7.9,47.0
2.05,7.757381388606672,13.297932185625573,19177.932400799997,11.6,True,False,68.9,2338.772244,8.2,46.2
2.05,7.7135217861708405,15.58496068069916,18287.822772,11.3,True,False,69.0,2238.4116,8.17,45.3
8.350000000000001,7.205867198488932,13.977109714600646,,9.2,True,False,58.2,1347.31257,,24.5
8.45,5.260601636339585,13.937218326216447,731.8698539999999,9.2,True,False,57.9,192.59733,3.8,24.0
8.6,7.717348512946987,12.121309648130659,8381.286874000001,9.2,True,False,57.4,2246.9938,3.73,23.5
8.7,9.97848615082177,11.839296859412013,86230.6112,9.2,True,False,56.7,21557.6528,4.0,23.0
8.850000000000001,9.973567853823587,11.50719910059678,70576.7054993,9.2,True,False,56.2,21451.88617,3.29,22.6
9.0,9.748962800752679,11.46283145115816,65803.9514112,9.2,True,False,56.1,17136.44568,3.84,22.1
9.2,7.410524758989342,11.503995713149065,8795.522484000001,9.1,True,False,55.7,1653.2937,5.32,21.7
9.3,10.031985493131053,13.674428444546676,52534.901472900005,9.1,True,False,55.4,22742.38159,2.31,21.3
9.5,9.665347052669404,13.628369807487989,35464.1380425,9.0,True,False,55.0,15761.83913,2.25,2.9
9.649999999999999,9.451895457975553,13.582590623167174,27119.747667,9.0,True,False,54.8,12732.2759,2.13,2.5
9.8,5.223773437840603,13.537537203021092,302.58234419999997,8.7,True,False,54.4,185.63334,1.63,2.2
1.0,6.529928153794522,13.493674488181986,1644.837528,8.5,True,False,54.1,685.34897,2.4,19.8
1.15,8.182328996362893,13.45110725561935,7977.102919309999,8.4,True,False,53.8,3577.176197,2.23,19.5
1.35,7.905135975503226,11.107165313341005,6777.92785,8.2,True,False,53.5,2711.17114,2.5,19.1
1.5,7.73363076290173,13.3688515111732,4065.3053142000003,8.0,True,False,53.1,2283.87939,1.78,18.7
1.65,5.1514686043807885,13.328276127440867,471.4298043,0.0,True,False,52.7,172.68491,2.73,18.3
8.3,,,,5.0,True,False,64.7,,,18.6
8.4,,,,5.0,True,False,64.4,,3.34,18.0
8.5,,,,5.0,True,False,64.0,,3.1,17.5
8.649999999999999,,,,5.0,True,False,63.6,,2.98,17.0
8.75,6.36780208991192,13.011362540554494,2097.9919152,5.0,True,False,62.9,582.775532,3.6,16.5
8.850000000000001,6.178255144513785,10.691581210405026,1562.1658056,5.1,True,False,62.1,482.14994,3.24,16.0
8.95,3.778593319631309,12.974638010968732,144.38968466999998,5.2,True,False,61.4,43.7544499,3.3,15.5
9.1,5.789426823800007,15.258335524782705,1205.98661898,5.2,True,False,67.0,326.825642,3.69,15.1
9.2,5.759940456972114,15.239421461628133,1044.013836544,5.3,True,False,62.0,317.3294336,3.29,14.7
9.3,5.6965181129560944,13.053330505117357,982.8343404,5.3,True,False,59.7,297.828588,3.3,14.3
9.45,5.623146946855086,10.58903089706934,821.9741112,5.4,True,False,59.4,276.75896,2.97,13.9
9.6,5.660952299465227,15.165820942044384,902.5057843019999,5.0,True,False,59.1,287.4222243,3.14,13.6
9.7,5.450156287318232,15.134132158010768,814.78091065,4.7,True,False,58.8,232.7945459,3.5,13.3
9.9,3.0804776647191674,15.100502546901078,91.42895202000001,4.4,True,False,58.5,21.7687981,4.2,13.1
1.0,5.37128532091406,15.067451474381686,849.79989135,4.3,True,False,58.1,215.139213,3.95,12.8
1.15,3.339213769962136,12.73458395156219,124.91248274099999,3.9,True,False,45.3,28.1969487,4.43,12.6
1.9,7.481515757449775,11.787119481191297,,16.5,True,False,77.6,1774.9291,,59.9
1.9,9.900556025807422,14.089001156114996,127226.4849416,16.5,True,False,77.3,19941.45532,6.38,59.4
1.9,7.5651584875139655,14.091623717865975,12504.939408,16.5,True,False,76.9,1929.7746,6.48,59.0
1.9,9.76548286678077,14.09518263589223,110803.234392,16.5,True,False,76.3,17421.8922,6.36,58.5
1.95,9.767372449003341,14.098762080006669,101761.7371386,16.4,True,False,76.1,17454.84342,5.83,58.0
1.95,9.591420447186492,14.101797908243109,91491.55125,16.2,True,False,75.6,14638.6482,6.25,57.6
2.0,9.597391531167863,14.104078487928401,102053.3856804,16.1,True,False,74.9,14726.31828,6.93,57.1
2.05,7.546735830553246,9.50144159247362,12504.0201,16.1,True,False,74.2,1894.5485,6.6,56.7
2.05,9.716341496539014,9.508071780280964,85586.09232000001,16.1,True,False,73.0,16586.452,5.16,56.3
2.1500000000000004,9.441088256918,11.81066429825487,64236.62414999999,16.1,True,False,73.0,12595.4165,5.1,55.9
2.1500000000000004,7.199165308957231,14.119145946847318,6959.228744,15.9,True,False,72.8,1338.31322,5.2,55.5
2.25,6.786113060625283,11.82228340909987,4542.43603995,15.7,True,False,72.3,885.465115,5.13,55.2
2.25,8.878251751355624,9.530392824458414,35297.2480818,15.6,True,False,71.9,7174.237415,4.92,54.9
2.3499999999999996,6.288504784399419,11.834537838684417,2605.6032600400004,15.4,True,False,71.2,538.347781,4.84,54.6
2.45,8.411600931129922,14.1434572696427,21819.942759499998,15.0,True,False,78.0,4498.95727,4.85,54.3
2.5,3.8571077913802707,14.149826900887252,249.89326560000003,14.4,True,False,78.0,47.32827,5.28,54.0
1.2999999999999998,6.469969070368511,16.116828148015745,,8.4,True,False,64.8,645.4637627,,17.6
1.4,6.347673365251963,18.393995581051456,2787.2719063920003,8.4,True,False,64.2,571.1622759,4.88,17.2
1.5,3.954192994035996,18.368204897994666,270.677125353,8.4,True,False,63.7,52.1535887,5.19,16.8
1.6,6.149679632466021,18.342115593320266,2703.63302673,8.4,True,False,63.3,468.567249,5.77,16.4
1.75,5.87168489128147,13.760796683214252,2324.24362132,8.2,True,False,62.6,354.8463544,6.55,16.0
6.35,5.83305457603108,13.684566671998079,2342.0034512,8.1,True,False,61.8,341.39992,6.86,15.6
6.45,5.939530622560744,18.263046956810225,1674.7267757850002,8.1,True,False,68.0,379.7566385,4.41,15.3
6.55,5.785001580256124,18.236576302764142,1392.637332404,7.6,True,False,59.8,325.3825543,4.28,14.9
11.15,5.494405486212192,9.00565049932022,1141.20279518,7.1,True,False,58.5,243.326822,4.69,14.5
11.25,5.266800672286177,15.88056015566513,866.26345332,6.6,True,False,57.2,193.794956,4.47,14.2
11.35,5.085288889941723,15.853189949774615,678.83182416,5.8,True,False,56.0,161.6266248,4.2,13.8
11.4,4.910906194430955,15.82539366647158,574.274891934,5.4,True,False,55.0,135.7623858,4.23,13.5
11.55,4.778059453272287,18.099719601904795,551.572792224,5.2,True,False,54.0,118.8734466,4.64,13.2
11.649999999999999,4.712799047403322,15.83003910840136,526.7490503880001,4.9,True,False,53.2,111.3634356,4.73,12.9
11.75,2.4997072370611755,18.042231260347,51.882232853999994,4.3,True,False,52.5,12.1789279,4.26,12.6
11.850000000000001,4.819283139924601,18.013273716538826,540.10048052,3.9,True,False,51.2,123.876257,4.36,12.3
3.85,8.501449160026045,13.701388437971204,,15.3,True,False,69.9,4921.89629,,62.7
3.85,6.303301526636822,11.391729110563698,2453.2138720000003,15.2,True,False,69.7,546.3728,4.49,61.9
3.85,8.468777764623983,13.687353270362872,20293.3175256,15.0,True,False,69.6,4763.68956,4.26,61.1
3.85,8.422165450522288,13.680373305207716,18914.4323264,14.9,True,False,69.4,4546.73854,4.16,6.2
3.85,8.378648428137964,11.371200597317179,20024.3584032,14.7,True,False,69.2,4353.121392,4.6,59.5
3.85,8.203021146383245,11.362044434010592,15447.819496320002,14.6,True,False,69.1,3651.966784,4.23,58.7
3.85,8.122514441820432,13.655303072666968,14353.995322199999,14.5,True,False,68.9,3369.48247,4.26,58.0
3.85,8.337506030911234,11.342540384148641,15373.78066352,14.3,True,False,68.7,4177.657789,3.68,57.3
3.9499999999999997,6.171331573171181,13.634961828782394,1790.7990298,14.2,True,False,68.6,478.82327,3.74,56.6
3.9499999999999997,8.229495068968989,13.62605682757904,14399.76888192,14.0,True,False,68.5,3749.939813,3.84,55.9
3.9499999999999997,8.204846313454132,13.619273021515857,13207.6843352,13.9,True,False,68.3,3658.63832,3.61,55.1
4.05,8.111603635464762,13.615050284806241,12031.83590413,13.4,True,False,68.1,3332.918533,3.61,54.2
4.05,7.950140709894811,13.612938945793124,9500.5128062,13.3,True,False,68.0,2835.973972,3.35,53.2
4.05,7.7229244802151875,13.611790885759616,7863.261700800001,13.3,True,False,67.9,2259.55796,3.48,52.2
4.15,5.476010432552027,13.609983422396919,783.5648711199999,13.2,True,False,67.8,238.891729,3.28,51.2
4.15,5.62088553085672,13.606298264474315,1068.637806,13.1,True,False,67.7,276.1338,3.87,5.2
0.8500000000000001,8.353590719804556,15.516530071320078,,17.0,True,False,81.1,4245.39744,,62.1
0.8500000000000001,10.818069197553019,15.513236232461892,483173.50843519997,17.0,True,False,89.0,49914.61864,9.68,61.7
0.8500000000000001,10.812527486796247,15.5091006303867,474050.26591500005,17.0,True,False,87.0,49638.7713,9.55,61.4
0.8500000000000001,10.766705721114825,15.504493392658846,440964.70679100003,17.0,True,False,84.0,47415.55987,9.3,61.0
0.8500000000000001,6.362552386956996,15.499735297792014,5275.489765,16.9,True,False,83.0,579.72415,9.1,6.6
0.8500000000000001,8.438672609388144,15.495099710717023,43912.944019999995,16.8,True,False,79.9,4622.41516,9.5,6.2
0.8500000000000001,8.45896129312739,15.490524765362364,43397.83253199999,17.0,True,False,79.7,4717.15571,9.2,59.8
0.8500000000000001,8.583227131981605,15.485742301427535,44599.9791645,17.1,True,False,79.6,5341.31487,8.35,59.4
0.8500000000000001,10.784949732858124,13.178501715588412,429768.08699,17.2,True,False,79.3,48288.5491,8.9,59.0
0.8500000000000001,8.321829314517316,15.476832510261453,34464.229153800006,17.2,True,False,79.2,4112.67651,8.38,58.6
0.8500000000000001,10.570526141499183,13.170574326241894,328510.1168409,17.1,True,False,78.9,38969.17163,8.43,58.1
0.8500000000000001,10.535719286822431,15.469572252955532,308992.4773033,18.3,True,False,78.7,37636.11173,8.21,57.6
0.8500000000000001,10.398676624131209,13.164107826332664,267451.77572000003,18.1,True,False,78.4,32816.1688,8.15,57.1
0.8500000000000001,10.197434801468226,10.870433375189227,209575.590125,18.0,True,False,78.1,26834.2625,7.81,56.6
0.8500000000000001,10.123154849473387,10.8568428285471,185105.4067836,17.7,True,False,78.0,24913.24452,7.43,56.1
0.9,10.096306081176877,13.15701404842004,175108.495324,17.3,True,False,77.5,24253.2542,7.22,55.5
0.6499999999999999,10.505800725518585,15.712000544442827,,16.3,True,False,82.4,36526.7711,,62.5
0.6,10.667913989112744,18.01018234506168,495703.5027198,16.2,True,False,82.2,42955.24287,11.54,62.0
0.6,10.658532015324825,15.702558540095263,491925.6561,16.2,True,False,82.0,42554.1225,11.56,61.6
0.6,8.484307206636501,15.697412178744317,55349.515935999996,16.1,True,False,81.5,4838.2444,11.44,61.1
0.6,8.38509802406911,17.995157448695384,49639.993039999994,16.1,True,False,81.7,4381.288,11.33,6.6
0.6,6.1598198406008615,15.691536417929832,5301.439248,16.0,True,False,81.3,473.34279,11.2,6.1
0.6,10.636603517576138,13.381250835548572,469599.1623048,16.0,True,False,81.1,41631.13141,11.28,59.6
0.6,10.72356815597364,15.67765066861431,71299.441647,16.1,True,False,89.0,45413.6571,1.57,59.1
0.6,6.0320880499300635,15.674341119911492,604.0467565,16.1,True,False,89.0,416.58397,1.45,58.6
0.6,10.50628830919653,17.96846007247012,55913.215509,16.1,True,False,86.0,36544.5853,1.53,58.0
0.6,10.459661031948558,17.96148816018718,55807.562128,15.5,True,False,81.0,34879.72633,1.6,57.5
0.6,10.430424958153122,15.652067628504776,51828.3561015,15.5,True,False,82.0,33874.74255,1.53,57.0
0.6,10.298605364204043,17.946586905192785,42458.389659399996,15.4,True,False,79.3,29691.18158,1.43,56.4
0.6499999999999999,10.097212286930391,15.637680731834127,29615.795972,15.5,True,False,79.2,24275.2426,1.22,55.8
0.6499999999999999,10.022483973964382,17.932226846480567,222795.1725475,15.6,True,False,79.0,22527.31775,9.89,55.2
0.6499999999999999,10.019742391761607,15.748841635481764,219489.32077679998,15.7,True,False,78.8,22465.64184,9.77,54.6
